Geneid sorted_2.bam sorted_3.bam ERR1755086-sort.bam ERR1755087-sort.bam ERR1755084_sorted.bam ERR1755085_sorted.bam
Cyp2t4 33 35 14 21 0 0
Egln2 1435 1549 1027 1109 1495 1134
Rab4b 1852 1828 1607 1797 1815 1838
Mir3101 50 34 42 34 59 28
Mia 4 1 2 1 3 0
Snrpa 1288 1554 1412 1569 1535 1721
BC024978 125 135 85 94 154 110
Itpkc 424 472 361 339 443 333
Adck4 542 549 365 414 520 423
Numbl 84 85 132 130 93 119
Ltbp4 56 51 95 91 50 111
Shkbp1 2001 2337 1752 1996 2184 1965
Sptbn4 20 12 7 9 12 3
Blvrb 99 85 89 127 76 105
Sertad3 299 281 338 317 303 420
Sertad1 1118 1215 1158 1195 1099 1183
Prx 50 65 93 79 54 105
Hipk4 8 6 18 11 14 22
Pld3 3477 3730 5198 5898 3561 6013
2310022A10Rik 790 833 736 814 806 865
Akt2 2950 2941 2713 2910 2889 3188
Ttc9b 0 0 0 0 0 0
Map3k10 328 333 164 180 278 182
C030039L03Rik 60 36 8 11 38 18
Zfp60 386 319 225 223 357 238
Gm10046 0 0 0 0 0 0
Zfp59 145 107 82 68 123 80
Zfp607 335 281 287 278 322 378
1700049G17Rik 184 142 74 75 62 18
Zfp780b 367 274 242 237 335 266
Gm4636 451 370 330 310 397 416
Psmc4 2476 2510 2620 2922 2552 3207
Fcgbp 0 0 1 0 0 0
9530053A07Rik 1 0 1 0 0 0
Fbl 1421 1440 1047 1192 1410 1249
Dyrk1b 507 527 412 587 523 509
Eid2 178 137 46 50 121 57
Eid2b 108 104 75 60 106 99
BC089491 0 0 0 0 0 0
Dll3 0 0 0 0 2 0
Timm50 646 736 664 678 632 630
Supt5 8132 8268 7417 8053 8111 8769
Rps16 15733 15324 11224 12857 15990 13701
AF357399 27 32 28 22 21 35
Plekhg2 4448 4878 2211 2437 4751 2497
Zfp36 17615 18053 11291 12685 18145 13413
Med29 249 313 195 236 288 245
Paf1 3056 2865 2563 2671 3095 3098
Samd4b 1893 2145 1335 1531 1949 1660
Gmfg 4949 4647 4912 5140 5034 5897
Lrfn1 21 20 20 16 10 15
Mir466f-2 0 0 0 0 0 0
1700028B04Rik 0 0 0 1 0 0
Ifnl2 0 0 1 0 0 1
Ifnl3 0 0 0 0 0 0
Sycn 0 0 0 0 0 0
Nccrp1 160 138 291 325 124 352
Pak4 319 338 282 325 325 339
C330005M16Rik 0 0 0 0 0 0
Fbxo27 46 57 39 36 55 33
Fbxo17 55 44 32 28 44 21
Mrps12 517 604 516 526 477 551
Sars2 622 717 669 806 684 790
Gm6537 3 0 0 2 0 1
Nfkbib 2163 2312 1610 1843 2335 1974
Sirt2 2636 2540 2206 2445 2901 3041
Gm19897 168 167 146 138 150 189
Rinl 13007 12684 10544 11371 12561 12291
Hnrnpl 8090 8776 7772 8550 8597 8982
Ech1 1905 1897 2244 2520 1800 2577
Lgals4 120 128 78 74 89 85
Lgals6 2 2 0 2 2 3
Lgals7 7 14 2 2 11 0
Capn12 2 3 8 4 1 0
Actn4 8396 8505 8570 9296 9177 10552
Eif3k 4072 4810 4547 4951 4631 5124
Map4k1 5179 5296 3579 3948 5149 4127
Ryr1 199 213 93 87 172 72
Mir1963 0 0 0 0 0 0
Rasgrp4 284 300 356 367 95 202
Fam98c 314 361 261 272 710 692
Spred3 27 31 21 17 21 14
Ggn 7 8 5 12 7 5
Psmd8 3965 3776 4092 4389 3817 4792
Catsperg1 4 16 6 4 9 11
Kcnk6 320 315 573 572 340 665
Yif1b 344 400 376 476 417 420
2200002D01Rik 11 10 3 3 3 6
Spint2 1195 1287 501 601 1137 599
Ppp1r14a 4 8 33 27 3 23
Dpf1 6 0 4 6 0 7
Sipa1l3 1226 1368 1209 1295 1296 1355
Catsperg2 11 7 0 0 0 0
Zfp84 1147 1102 1332 1385 1234 1509
Mir1964 5 7 7 7 10 8
Zfp30 6 7 1 4 6 5
Zfp790 518 453 395 402 499 471
Zfp940 214 174 230 252 231 261
Zfp420 346 276 194 183 312 232
Zfp27 238 209 174 176 212 204
Zfp383 59 72 57 61 38 61
Zfp74 374 291 251 245 362 299
Zfp568 662 636 530 592 673 643
Zfp14 114 131 56 78 130 79
Zfp82 256 231 243 206 267 231
Zfp566 160 155 124 110 158 168
Zfp260 2657 2039 2079 2027 2379 2553
Zfp382 435 311 442 388 364 516
Zfp146 1147 1037 891 886 1101 1015
Gm5113 78 57 43 49 61 56
Cox7a1 23 14 22 16 3 8
Capns1 6610 6986 5786 6282 7036 6992
Tbcb 693 747 770 751 718 879
Polr2i 284 292 385 441 367 466
Wdr62 535 577 638 728 554 746
Clip3 183 177 7 6 173 12
Alkbh6 563 725 301 330 604 355
Syne4 53 42 7 9 56 11
Sdhaf1 505 521 174 213 492 185
Lrfn3 0 0 0 0 1 0
Tyrobp 113 163 586 665 129 677
Hcst 999 999 1331 1476 900 1466
Nfkbid 3115 3402 1678 1921 3169 2001
Aplp1 458 415 159 194 445 192
Kirrel2 0 0 1 0 0 0
Nphs1 1 1 0 0 0 0
Nphs1as 0 0 0 0 0 0
Prodh2 0 0 0 0 0 0
Gm1082 0 0 1 1 0 0
Arhgap33 299 321 428 505 277 449
BC053749 287 275 212 210 284 273
Hspb6 102 104 91 133 112 123
Lin37 811 821 841 920 800 969
Psenen 441 428 424 441 449 467
U2af1l4 946 900 823 838 981 951
Igflr1 879 941 349 394 864 332
Wbp7 8422 8758 6221 7014 8545 7281
Zbtb32 2258 2437 1563 1673 2303 1717
Upk1a 47 57 57 66 46 83
Cox6b1 3191 2988 3410 3611 3363 4370
Etv2 0 0 2 0 0 0
Rbm42 2661 2938 2599 3097 2651 3262
Haus5 650 676 608 716 671 731
4930479M11Rik 0 0 0 0 0 0
2200002J24Rik 0 0 1 0 0 0
Atp4a 2 5 7 5 2 2
Tmem147 498 522 482 552 492 553
Gapdhs 68 72 53 52 3 0
Sbsn 67 71 28 27 58 40
Dmkn 1 0 0 0 0 0
Krtdap 0 0 0 0 0 0
Ffar2 22 31 77 111 12 115
Ffar3 1 1 0 0 0 0
Ffar1 16 22 16 8 10 17
Cd22 1865 1907 836 980 1967 1033
Mag 1 5 4 2 1 3
Hamp2 0 0 0 1 0 0
Hamp 1 0 0 0 1 1
Usf2 1602 1700 1246 1438 1624 1589
Lsr 429 489 225 273 389 291
Fam187b 24 21 7 14 11 5
Fxyd5 16371 17125 16040 17294 17758 19257
Fxyd7 6 4 27 21 1 16
Fxyd1 3 2 8 7 4 2
Lgi4 4 7 20 20 9 9
Fxyd3 0 0 0 0 0 0
Hpn 51 52 4 4 64 8
Scn1b 12 22 8 9 22 8
Gramd1a 13263 13641 10748 11873 12999 12124
Gm10640 14 19 23 20 27 30
Scgb1b2 0 0 0 0 0 0
Scgb2b2 0 0 0 0 0 0
Scgb2b3 0 0 0 0 0 0
Scgb1b3 0 0 0 0 0 0
Scgb2b7 0 0 0 0 0 0
Scgb1b7 0 0 0 0 0 0
Scgb1b29 0 0 0 0 0 0
Scgb2b19 0 0 0 0 0 0
Scgb2b20 0 0 0 0 0 0
Scgb1b20 0 0 0 0 0 0
Scgb2b23-ps 0 0 0 0 0 0
Scgb2b24 0 0 0 0 0 0
Scgb1b24 0 0 0 0 0 0
Scgb2b26 0 0 0 0 0 0
Scgb2b27 0 0 0 0 0 0
Scgb1b27 0 0 0 0 0 0
Scgb1b30 0 0 0 0 0 0
Wtip 0 1 0 0 1 1
Uba2 3827 3342 3472 3466 3575 3906
Pdcd2l 304 330 340 315 264 343
Gpi1 12915 13527 11965 13358 13297 14243
4931406P16Rik 1263 1200 1437 1423 1333 1539
Lsm14a 5723 4841 4328 4541 5308 5401
Kctd15 4 3 3 1 3 0
Chst8 0 0 0 0 0 0
Pepd 684 703 676 708 676 787
Cebpg 1498 1138 1385 1374 1382 1624
Cebpa 185 172 47 35 148 40
Slc7a10 32 36 1 0 32 0
Lrp3 10 5 0 0 4 1
Gpatch1 621 479 483 460 576 528
Rhpn2 7 12 16 19 0 5
C230052I12Rik 442 423 395 402 405 479
Cep89 458 444 282 323 444 354
Slc7a9 0 0 0 0 0 0
Tdrd12 1 3 3 3 1 1
Nudt19 605 580 583 568 667 699
Rgs9bp 9 8 0 13 9 5
Ankrd27 1714 1571 1124 1229 1624 1357
Pdcd5 479 453 516 569 476 535
Dpy19l3 925 793 456 499 838 563
Zfp507 1585 1446 1104 1113 1504 1229
E130304I02Rik 4 4 1 3 1 0
Tshz3 103 115 101 92 102 98
Zfp536 14 10 0 0 7 1
Uri1 1506 1358 986 999 1393 1198
Ccne1 766 746 1057 1108 724 1109
1600014C10Rik 1228 1191 1311 1287 1268 1443
Plekhf1 67 58 210 235 78 228
Pop4 983 875 982 983 891 1138
Gm5591 0 0 0 0 0 0
Gm21276 0 0 0 0 0 0
Gm5114 0 0 0 0 0 0
Zfp939 44 43 7 9 37 13
Zfp619 210 193 118 127 176 136
4933402C06Rik 0 0 0 0 0 0
A230077H06Rik 1 0 0 0 0 0
Vstm2b 0 0 0 0 0 0
4930433I11Rik 0 0 0 0 0 0
Gm4884 0 0 0 0 0 0
Gm5592 0 0 0 1 0 0
AI987944 768 545 446 405 689 515
Vmn2r57 1 2 0 0 1 0
AW146154 311 226 132 151 270 188
Zfp788 609 467 282 230 514 316
Vmn2r-ps54 0 0 0 0 1 0
Vmn2r58 0 0 0 0 0 0
Vmn2r59 0 0 0 0 0 0
Vmn2r60 0 0 0 0 0 0
Vmn2r61 0 0 0 0 0 0
Vmn2r-ps60 0 0 0 0 0 0
4933421I07Rik 1 2 0 0 0 2
9830147E19Rik 86 47 7 8 72 7
Gm5595 66 66 6 3 80 12
Vmn2r62 0 0 0 0 0 0
Gm2381 0 0 0 0 0 0
Vmn2r63 0 0 0 0 0 0
Gm9268 0 0 0 0 0 0
Zfp936 0 0 1 0 1 0
EU599041 0 0 0 0 0 0
Zfp715 1677 1306 1184 1214 1477 1487
Siglec5 1 2 0 1 2 4
Siglecg 62 49 241 264 67 315
Lim2 1 2 7 7 0 5
Nkg7 9508 10176 23192 25429 9347 25583
Cldnd2 118 136 283 343 145 386
Etfb 1058 980 1509 1683 1067 1801
Iglon5 19 16 6 7 22 0
4931406B18Rik 0 0 0 0 0 0
Cd33 2 4 16 20 6 36
Zfp658 287 236 291 329 256 386
Zfp719 268 214 220 190 256 254
Zfp819 1 0 3 1 0 1
Ceacam18 0 0 3 1 0 0
Siglece 13 17 19 29 12 24
Ctu1 175 195 184 230 172 204
Klk14 1 0 0 0 0 0
Klk13 2 1 1 2 0 4
2310002F09Rik 2 0 0 0 3 1
Klk12 0 5 0 1 0 0
Klk11 3 6 0 0 0 0
Klk10 3 2 1 2 1 0
Klk9 12 10 8 7 1 0
Klk8 999 1101 1239 1285 1037 1342
Klk7 5 8 5 7 2 4
Klk6 0 0 0 0 0 0
Klk5 0 0 0 0 0 0
Klk4 0 0 0 0 0 0
Klk15 20 27 0 0 0 0
Klk1b7-ps 1 4 0 0 0 0
Klk1b8 3 10 0 0 2 0
Klk1b1 2 1 1 0 0 0
Klk1b9 67 44 2 4 62 0
Klk1b11 55 84 2 0 67 4
Klk1b26 0 0 0 0 0 0
Egfbp2 0 0 0 0 0 0
Klk1b27 77 76 23 8 81 30
Klk1b21 0 0 0 0 0 0
Klk1b22 0 0 0 0 0 0
Klk1b16 1 1 0 0 2 0
Klk1b24 0 0 0 0 0 0
Klk1b3 0 0 0 0 0 0
Klk1b4 0 0 0 0 0 0
Klk1b5 0 0 0 0 1 0
Klk1 31 38 96 112 27 126
1700028J19Rik 7 12 14 12 11 13
2410002F23Rik 1528 1469 892 910 1438 1022
Snord88c 6 5 7 6 7 6
Snord88a 14 12 3 2 9 5
Acpt 1 3 0 2 0 0
Clec11a 6 6 9 7 8 10
Shank1 36 35 9 10 30 8
1700008O03Rik 1 1 3 2 2 4
Syt3 4 3 2 1 6 1
Lrrc4b 0 0 1 1 0 0
Aspdh 4 3 0 0 0 0
Josd2 572 740 393 442 610 470
Emc10 1943 2231 1444 1684 1954 1636
Fam71e1 18 10 4 7 17 9
Mybpc2 1 3 4 5 0 1
Spib 84 63 409 430 89 483
Pold1 2000 2134 2180 2479 2006 2523
Nr1h2 3703 4365 3579 4303 3795 4217
Napsa 100 127 583 604 118 612
Kcnc3 11 15 22 20 9 18
Myh14 0 0 2 7 0 2
Izumo2 0 0 0 0 0 0
Zfp473 112 82 141 147 85 145
Vrk3 2122 2162 2269 2493 2103 2779
Atf5 123 135 134 178 127 177
Nup62-il4i1 6 6 10 5 8 7
Nup62 1546 1801 1918 2102 1713 2333
Il4i1 3 4 3 3 0 2
Tbc1d17 1168 1210 1055 1212 1276 1246
Akt1s1 467 503 292 349 406 365
Mir707 2 9 5 8 1 2
Pnkp 1559 1507 1347 1503 1532 1481
Ptov1 240 265 180 195 118 55
Med25 1579 1941 1187 1320 1691 1444
Fuz 465 580 272 356 484 308
Ap2a1 2376 2528 2199 2386 2510 2673
Tsks 0 1 4 5 1 6
Cpt1c 11 9 6 6 10 5
Prmt1 1640 1680 1380 1440 1656 1543
Gm15545 112 105 71 87 33 46
Bcl2l12 406 427 350 418 455 521
Irf3 3359 3448 2644 2873 3206 3085
Scaf1 3116 3443 2820 3037 3212 3170
Rras 417 407 318 307 396 375
Prr12 2786 3159 1775 2005 2936 2082
Prrg2 54 49 62 46 63 61
Nosip 1659 1904 1638 1814 1847 1806
Rcn3 87 123 699 773 95 827
Fcgrt 641 675 2919 3137 621 3165
Mir150 0 1 0 2 0 0
Rps11 19603 21701 20316 21151 20228 21801
Snord35b 221 242 346 356 3 3
Rpl13a 43135 41110 38636 42571 42433 46179
Snord35a 18 17 11 10 16 12
Snord34 18 21 11 27 23 16
Snord33 13 6 6 10 11 14
Mir5121 3 1 1 0 7 4
Snord32a 26 25 18 25 23 13
Flt3l 2303 2184 2076 2327 2207 2408
Aldh16a1 741 790 931 1039 714 1058
Pih1d1 658 649 750 737 637 833
Slc17a7 14 13 19 13 13 27
Gm581 0 1 0 0 0 0
Pth2 0 0 0 0 0 0
Ccdc155 4 6 6 6 7 5
Dkkl1 210 258 228 279 225 287
Tead2 32 56 53 51 0 2
Cd37 4870 5370 4164 4713 5320 4736
1700039E15Rik 0 0 0 0 0 0
Trpm4 314 283 127 154 239 205
Hrc 0 0 2 0 0 0
Ppfia3 13 9 14 6 18 17
Mtag2 1 1 0 0 1 2
Lin7b 1 6 5 9 2 6
Snrnp70 10662 9766 9124 9420 10387 11008
Kcna7 0 0 0 0 0 0
Ntf5 25 18 12 12 17 2
Lhb 1 1 0 0 0 0
Ruvbl2 1226 1183 954 1136 1135 1176
Gys1 368 401 265 273 368 249
Ftl1 7309 8326 7276 8053 7617 8240
Bax 1874 1679 1765 1897 1733 2094
Dhdh 51 37 36 37 55 48
Nucb1 6961 6769 5399 5662 6801 6225
Tulp2 3 6 2 1 0 1
Ppp1r15a 16770 15853 7467 7962 15992 8372
Plekha4 29 13 16 20 21 21
Hsd17b14 20 22 5 6 16 7
0610005C13Rik 4 7 4 6 0 0
Bcat2 706 795 677 727 758 713
Fgf21 0 0 0 0 0 0
Fut1 0 0 0 0 0 1
Izumo1 5 2 0 4 4 1
Rasip1 15 22 9 5 8 11
Mamstr 2 1 1 0 0 0
Fut2 0 0 0 0 0 0
Sec1 2 0 0 0 2 3
Ntn5 2 0 0 0 0 1
Car11 12 26 1 5 21 4
Dbp 114 110 79 71 158 103
Sphk2 1119 1193 945 1003 1165 1046
Rpl18 12305 12826 11589 13050 12070 13086
Fam83e 5 6 6 4 7 1
Spaca4 1 0 0 1 0 0
Sult2b1 105 112 177 178 55 135
Lmtk3 279 345 563 684 239 665
Cyth2 2174 2173 1856 2129 2072 2227
Kcnj14 2 6 1 4 2 2
Grwd1 509 562 399 381 528 414
Grin2d 66 60 35 27 48 35
Kdelr1 1861 1880 1761 1915 1788 2025
Syngr4 6 6 8 11 2 5
Tmem143 220 256 192 206 239 222
Emp3 3373 3375 4575 5048 3465 5603
Ccdc114 13 24 13 23 16 20
Abcc6 0 0 0 0 0 1
Nomo1 1740 1689 1248 1392 1611 1405
Kcnj11 0 0 0 1 0 0
Abcc8 0 0 0 0 0 1
Ush1c 0 1 0 1 0 0
Otog 0 0 0 0 0 0
Myod1 1 2 0 0 2 0
Kcnc1 295 262 143 191 257 187
Sergef 206 231 210 200 207 217
Tph1 0 0 0 0 0 0
Saal1 509 422 500 529 444 585
Saa3 0 0 0 0 2 1
Saa4 0 0 0 0 0 0
Saa1 0 0 0 0 0 0
Saa2 0 0 0 0 0 0
Hps5 2023 1977 1494 1719 1930 1780
Gtf2h1 2306 2040 1967 2095 2252 2407
Ldha 13695 13338 10310 10961 13236 11797
Ldhc 2 0 0 0 0 0
Tsg101 1275 1248 1166 1216 1384 1365
Uevld 302 276 215 224 288 248
C86187 0 0 0 1 0 0
Gm9999 0 0 0 0 0 0
Spty2d1 6369 5521 5048 5237 6124 6005
Tmem86a 54 50 35 50 58 33
Ptpn5 60 62 15 10 79 8
Mrgpra6 0 0 0 0 0 0
Mrgpra9 0 0 0 0 0 0
Mrgpra1 0 1 0 0 0 0
Mrgpra2a 0 0 0 0 0 0
Mrgpra2b 0 0 0 0 0 0
Mrgpra3 0 0 0 0 0 0
Mrgpra4 0 0 0 0 0 0
Mrgprx1 0 0 0 0 0 0
Mrgprb5 0 0 0 0 0 0
Mrgprb4 0 0 0 0 0 0
Mrgprb8 0 0 0 0 0 0
Mrgprb1 2 0 0 0 0 0
Mrgprx2 0 0 2 0 0 0
Mrgprb2 0 0 0 0 0 0
Mrgprb3 0 0 0 0 0 0
Zdhhc13 886 842 570 699 879 701
Csrp3 0 0 0 0 0 0
E2f8 1246 1238 1758 1984 1363 2194
Nav2 756 852 72 78 784 94
Dbx1 0 0 0 0 0 0
Htatip2 623 627 580 614 598 671
Prmt3 1000 954 530 530 866 579
Slc6a5 0 0 0 0 0 0
Nell1 0 0 0 0 0 0
1700081H22Rik 0 0 0 0 0 0
4933405O20Rik 0 0 0 0 0 0
Ano5 0 1 0 0 0 0
Slc17a6 48 29 1 4 24 4
Fancf 291 267 266 324 241 300
Gas2 87 78 54 56 87 53
Svip 10 14 7 5 9 11
1700015G11Rik 0 0 0 0 0 0
Luzp2 0 0 0 0 0 0
Siglech 86 68 369 333 65 408
Tubgcp5 1128 889 911 887 985 1052
Cyfip1 1316 1282 625 662 1370 746
Nipa2 617 510 642 642 1040 1492
A230056P14Rik 25 34 58 47 38 88
Nipa1 11 10 8 7 10 5
Herc2 7932 6836 6317 6574 7366 7418
Oca2 0 0 0 0 0 0
Gabrg3 0 0 0 0 0 0
Gm9962 0 0 0 0 0 0
Gabra5 0 0 0 0 0 0
Gabrb3 2 0 0 0 0 0
Atp10a 2560 2321 2330 2349 2435 2698
Ube3a 1955 1426 1189 1194 2120 1836
A230073K19Rik 69 43 32 34 0 0
C230091D08Rik 804 647 524 492 0 0
Ipw 0 0 0 0 0 0
Snord116 0 0 0 0 0 0
Snord116l2 0 0 0 0 0 0
Snord116l1 0 0 0 0 0 0
D7Ertd715e 66 57 65 83 62 105
Snord64 6 2 1 10 6 6
Snurf 0 0 0 0 0 0
Snrpn 0 0 0 0 0 0
B230209E15Rik 0 0 0 0 0 0
Mir344d-1 0 0 0 0 0 0
Mir344d-2 0 0 0 0 0 0
A230057D06Rik 0 0 0 0 0 0
Mir344d-3 0 0 0 0 0 0
Mir344e 0 0 0 0 0 0
Mir344b 0 0 0 0 0 0
Mir344c 0 0 0 0 0 0
Mir344 0 0 0 0 0 0
Mir344-2 0 0 0 0 0 0
A330076H08Rik 0 0 0 0 0 0
Mir344g 0 0 0 0 0 0
Mir344f 0 0 0 0 0 0
Ndn 6 6 0 2 15 2
Magel2 0 0 0 0 0 0
Mkrn3 1 1 0 2 1 0
Peg12 1 1 0 0 1 1
Chrna7 0 1 0 0 2 0
Otud7a 0 0 0 0 0 0
Klf13 7860 7997 8583 9556 7592 10070
E030018B13Rik 18 12 4 18 0 0
Trpm1 22 32 51 49 26 65
Mir211 0 0 0 0 0 0
Mtmr10 354 318 356 345 312 374
Fan1 126 125 92 75 160 107
Mphosph10 1609 1300 1156 1245 1509 1293
Mcee 123 101 102 102 109 138
Apba2 0 0 0 0 0 0
Fam189a1 0 0 0 0 0 0
Ndnl2 599 571 575 601 555 632
Tjp1 59 55 314 293 61 361
Tarsl2 190 166 168 203 218 220
Tm2d3 451 475 328 389 466 408
1810008I18Rik 0 0 0 0 0 0
Pcsk6 0 1 1 0 0 0
Snrpa1 1383 1213 1178 1225 1307 1542
Vimp 1606 1428 1606 1622 1526 1932
Chsy1 2464 2231 7306 7420 2381 8611
Lrrk1 561 564 1706 1861 506 1975
Aldh1a3 0 1 1 2 1 7
Asb7 411 366 246 252 398 315
Lins 356 338 210 270 365 264
Cers3 2 0 0 0 0 0
Adamts17 7 0 1 3 3 2
Lysmd4 182 153 143 124 169 164
Mef2a 1558 1383 2079 2181 1492 2669
Lrrc28 317 335 254 303 332 344
Ttc23 32 39 15 22 29 17
Synm 2 1 0 0 0 0
4833412C05Rik 1 0 0 0 0 1
Igf1r 2265 2059 88 83 2192 99
Pgpep1l 28 28 4 6 28 15
Gm16157 29 26 12 8 16 5
Fam169b 2802 2755 1988 2177 2820 2365
4933436H12Rik 0 0 0 0 0 0
Gm5334 0 0 0 0 0 0
Arrdc4 537 528 82 83 530 124
4930402F11Rik 0 0 0 0 0 0
Nr2f2 0 0 0 0 0 0
B130024G19Rik 0 0 0 0 0 0
Mctp2 1898 1648 3199 3029 1840 3795
Gm6567 0 0 0 0 0 0
A730056A06Rik 0 0 0 0 0 0
Rgma 0 2 0 0 0 0
Chd2 11519 9729 6349 6573 10929 7182
1810026B05Rik 2805 2359 2081 2189 2593 2497
Gm4971 1 0 0 0 1 0
Fam174b 186 202 618 616 182 686
Gm10619 0 0 0 1 0 0
St8sia2 0 0 1 0 0 0
Slco3a1 2923 2575 4404 4699 2685 5101
Sv2b 2 0 0 1 0 0
1500012K07Rik 0 0 0 0 0 0
Akap13 23246 21718 17692 18890 22782 20689
Klhl25 821 898 800 930 878 858
Agbl1 0 0 0 2 0 0
Ntrk3 203 165 22 29 177 28
E430016F16Rik 4 1 1 0 2 0
Mrpl46 586 593 611 628 597 720
Mrps11 348 365 379 422 353 395
Det1 410 417 219 237 416 272
Mir7-2 0 0 0 0 0 0
Aen 701 612 371 436 698 505
Isg20 595 685 169 219 673 204
Acan 0 0 0 0 0 0
Hapln3 0 1 0 0 0 1
Mfge8 265 280 435 485 243 430
Abhd2 2994 2831 2529 2691 2776 2878
Rlbp1 1 2 2 0 1 1
Fanci 485 511 595 627 499 685
Polg 2951 2937 1602 1750 2987 1857
AI854517 0 0 0 1 0 0
Mir9-3 0 0 0 0 0 0
Rhcg 1 2 5 1 5 8
Ticrr 1009 1005 1149 1142 978 1293
Kif7 128 110 51 43 117 36
Plin1 2 0 1 0 1 0
Pex11a 148 129 11 8 135 12
Wdr93 5 2 0 0 5 0
Mesp1 0 0 0 0 0 0
Mesp2 2 0 0 1 4 0
Anpep 36 46 308 402 46 397
Ap3s2 1177 1005 901 876 1093 981
2610034B18Rik 5 2 29 22 2 24
Zfp710 692 835 514 564 752 601
Gm21057 1 4 2 1 4 0
Idh2 782 790 462 558 771 620
Mir1965 0 0 0 0 0 1
Sema4b 1038 1153 600 631 1125 709
Cib1 1001 1088 1197 1349 1016 1459
Gdpgp1 246 246 249 268 256 301
Ttll13 5 0 6 4 2 0
Ngrn 442 384 465 473 398 505
Vps33b 1099 997 929 990 1115 1047
Prc1 2754 2498 3135 3194 2651 3678
Rccd1 500 543 177 213 522 227
Unc45a 3218 3354 2329 2546 3318 2668
Hddc3 58 41 29 20 44 22
Man2a2 4042 4227 1918 2058 4147 2202
Fes 162 169 278 328 150 294
Furin 3482 3911 1849 2016 3710 2034
Blm 678 593 694 707 703 873
Crtc3 2619 2741 1405 1543 2454 1731
Gm15880 8 4 1 6 0 2
Iqgap1 20569 17794 20141 20871 18871 23201
Zscan2 231 248 166 170 251 250
Wdr73 454 425 339 312 437 400
Nmb 183 185 123 163 180 181
Sec11a 2257 1891 1937 2017 2096 2349
Zfp592 4056 4008 3660 3962 4066 4351
Alpk3 16 17 11 4 23 8
Slc28a1 0 1 0 0 1 0
Pde8a 571 580 353 393 598 470
Rps17 4971 4698 3601 3800 4945 4237
Cpeb1 11 9 2 0 13 1
Ap3b2 0 0 0 1 0 0
BC048679 0 0 0 0 0 0
2900076A07Rik 130 127 104 120 99 125
Mir1839 11 14 12 8 10 9
Fsd2 180 160 42 49 200 32
Whamm 1463 1438 1187 1247 1534 1484
Homer2 0 1 6 7 0 5
Fam103a1 625 512 645 600 629 829
3110040N11Rik 396 383 327 326 294 410
Btbd1 1145 1019 1110 1112 1109 1319
Tm6sf1 519 450 1770 1982 755 3480
Hdgfrp3 1128 950 1101 1088 939 1020
Bnc1 0 0 0 0 0 0
Gm20744 0 0 0 0 0 0
Sh3gl3 145 119 4 13 145 3
Adamtsl3 0 1 0 0 0 0
Fam154b 0 1 0 0 4 2
Eftud1 1030 906 743 747 958 890
4933406J10Rik 1 6 2 6 0 0
Mex3b 395 386 377 410 409 432
4933430H16Rik 0 0 1 0 0 0
Tmc3 52 59 12 7 17 2
Stard5 349 322 272 282 293 264
Il16 9355 8713 6516 7132 8971 7555
1700026D08Rik 0 0 0 0 0 0
Mesdc1 541 626 438 537 513 504
Mesdc2 762 645 505 526 696 581
9930013L23Rik 1 0 1 0 0 0
Fam108c 725 636 290 346 653 359
Arnt2 775 771 58 84 727 72
Gm2115 0 0 0 0 0 0
Fah 177 165 83 89 176 97
Zfand6 2936 2637 2156 2286 3045 2824
2610206C17Rik 33 42 24 22 4 9
Olfr291 0 0 0 0 0 0
Olfr290 0 0 0 0 0 0
Vmn2r65 0 0 0 0 0 0
Vmn2r66 0 1 0 0 0 0
Vmn2r67 0 0 0 0 0 0
Vmn2r68 0 0 0 0 0 0
Vmn2r69 0 0 0 0 0 0
Vmn2r70 0 0 0 0 0 0
Vmn2r71 0 0 0 0 0 0
Vmn2r72 0 0 0 0 0 0
Vmn2r73 0 0 0 0 0 0
Vmn2r74 0 0 0 0 0 0
Vmn2r75 0 0 0 0 0 0
Vmn2r76 0 0 0 0 0 0
Olfr310 0 0 0 0 0 0
Olfr309 0 0 0 0 0 0
Olfr308 0 0 0 0 0 0
Olfr307 0 0 0 0 0 0
Olfr305 0 0 0 0 0 0
Olfr304 0 0 0 0 0 0
Olfr303 0 0 0 0 0 0
Olfr301 0 0 0 0 0 0
Olfr299 0 0 0 0 0 0
Olfr298 0 0 0 0 0 0
Olfr297 0 0 0 0 0 0
Olfr295 0 0 0 0 0 0
Olfr294 0 0 0 0 0 0
Olfr293 0 0 0 0 0 0
Olfr292 0 0 0 0 0 0
Folh1 0 0 0 0 0 0
Vmn2r77 0 0 0 0 0 0
Vmn2r78 0 0 0 0 0 0
Vmn2r79 0 0 0 0 0 0
Nox4 0 0 0 0 0 0
Tyr 0 0 0 0 0 0
Grm5 0 0 0 0 0 0
Ctsc 2613 2364 3955 3961 2494 4613
Rab38 1 3 1 1 0 2
Tmem135 929 858 664 654 874 745
Fzd4 5 7 2 1 8 2
Prss23 0 0 0 1 0 0
Me3 0 2 0 0 0 0
Ccdc81 0 1 0 0 0 0
l7Rn6 550 549 605 642 579 740
Eed 2467 2190 2062 2219 2373 2525
E230029C05Rik 9 10 10 1 3 2
2310010J17Rik 90 77 68 71 78 83
Picalm 10689 8555 10181 10354 9379 12111
Ccdc83 0 0 0 0 0 0
Sytl2 4029 3704 3182 3358 3908 3830
Ccdc89 0 0 0 2 0 0
Crebzf 3612 3232 2362 2280 3197 2726
